Thời gian	Tổ chức	Chức năng	Trọng số	Đt1	Đt2	Đt3	Đt4	ĐT	Điểm quy đổi	Tổng E	Xếp loại	Nhóm	Câu hỏi	Có/Không	Điểm câu hỏi	Chú thích	Minh chứng
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT3	Có số công bố quốc tế/FTE đạt ngưỡng so với trung bình quốc gia không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT3	Có chi phí trung bình cho mỗi công bố đạt ngưỡng hiệu quả không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT3	Có tỷ trọng chi cho nhóm nghiên cứu mạnh đạt ngưỡng không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT4	Có tác động đến định hướng học thuật không?	Có	10		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT4	Có kết quả được sử dụng trong đào tạo đại học/sau đại học không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT4	Có vai trò trong chương trình KH&CN/ĐMST không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT1	Có định hướng nghiên cứu mới gắn với công nghệ chiến lược/mới nổi không?	Có	10		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT2	Có công bố khoa học đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT2	Có sáng chế/giải pháp hữu ích/đơn đăng ký được chấp nhận không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT2	Có mô hình thử nghiệm/thông số kỹ thuật đạt ngưỡng không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT3	Có năng suất sở hữu trí tuệ/FTE đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT3	Có chi phí trung bình cho mỗi kết quả công nghệ/IP đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT3	Có tỷ lệ doanh thu bên ngoài trên tổng doanh thu đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT4	Có kết quả nghiên cứu được tiếp nhận/sử dụng/phát triển tiếp không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT4	Có kết quả được dùng làm căn cứ ban hành tiêu chuẩn/định mức kỹ thuật ngành không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT4	Có mô hình/báo cáo/sản phẩm thúc đẩy liên kết viện-trường-doanh nghiệp không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT1	Có định hướng nghiên cứu rõ ràng, phù hợp và thích ứng với nhu cầu xã hội không?	Có	10		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT2	Có công bố khoa học đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT2	Có ấn phẩm khoa học đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT2	Có kết quả nghiên cứu được đề xuất/kiến nghị trong hoạch định chiến lược/chính sách không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT3	Có kết quả nghiên cứu được áp dụng trong hoạch định chiến lược/chính sách/thể chế hóa không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT3	Có khả năng tư vấn, phản biện chính sách được minh chứng không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT3	Có ảnh hưởng trong cộng đồng nghiên cứu không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT4	Có tác động kinh tế - xã hội - môi trường không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT4	Có tác động thay đổi nhận thức/thái độ/hành vi xã hội không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT4	Có mức độ lan tỏa chính sách ra địa phương/ngành không?	Có	0		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT1	Có ban hành hướng nghiên cứu mới và có căn cứ gắn với công nghệ chiến lược/công nghệ mới nổi không?	Có	2	3366/NQ-ĐHKHTN-HĐT/Ban hành Chiến lược phát triển Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội đến năm 2035, tầm nhìn 2045	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT1	Có từ 02 đề tài/công bố khoa học gắn trực tiếp với hướng nghiên cứu mới không?	Có	2	02	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT1	Có nhóm nghiên cứu chuyên trách hoặc kế hoạch đào tạo phục vụ hướng mới không?	Có	2	Có 01 Nhóm nghiên cứu mạnh về Vật liệu nano nhân tạo định hướng ứng dụng trong năng lượng và môi trường xanh 	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT1	Có hạ tầng hoặc liên kết hạ tầng phục vụ hướng nghiên cứu mới không?	Có	2	TT Khoa học Vật liệu	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT1	Lãnh đạo có chỉ đạo triển khai hướng nghiên cứu mới bằng quyết định/kế hoạch/chỉ tiêu không?	Có	2	1536/QĐ-ĐHKHTN/Thành lập Tổ công tác xây dựng "Chiến lược phát triển Trường Đại học Khoa học tự nhiên, ĐHQGHN đến năm 2035, tầm nhìn 2045"	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT1	Có hợp tác nghiên cứu với đối tác phù hợp, có triển khai và có vai trò rõ ràng không?	Có	5	02 đối tác, hợp tác nghiên cứu và đào tạo	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT1	Có quy chế liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT2	Có công bố quốc tế đạt ngưỡng tính điểm không?	Có	6		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT2	Có chỉ số FWCI/H-index đạt ngưỡng đánh giá không?	Có	0		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT2	Có ấn phẩm khoa học trong nước/sách/báo cáo hội nghị đạt ngưỡng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT3	Có số công bố quốc tế/FTE đạt ngưỡng so với trung bình quốc gia không?	Có	0		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT3	Có chi phí trung bình cho mỗi công bố đạt ngưỡng hiệu quả không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT3	Có tỷ trọng chi cho nhóm nghiên cứu mạnh đạt ngưỡng không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT4	Có tác động đến định hướng học thuật không?	Có	10	Vật liệu nano nhân tạo định hướng ứng dụng trong năng lượng và môi trường xanh, Sóng trong môi trường đàn hồi, Hóa học phức chất và Hóa sinh vô cơ	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT4	Có kết quả được sử dụng trong đào tạo đại học/sau đại học không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu cơ bản	75%	20	16	10	22	68	51	73.9	B - Tốt	DT4	Có vai trò trong chương trình KH&CN/ĐMST không?	Có	2		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT1	Có định hướng nghiên cứu mới gắn với công nghệ chiến lược/mới nổi không?	Có	10	3366/NQ-ĐHKHTN-HĐT/Ban hành Chiến lược phát triển Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội đến năm 2035, tầm nhìn 2045	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5	03 đối tác nghiên cứu  Có hoạt động nghiên cứu/đào tạo chung đã triển khai và có kết quả, sản phẩm (bài báo công bố chung, đề tài	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	2		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT2	Có công bố khoa học đạt ngưỡng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT2	Có sáng chế/giải pháp hữu ích/đơn đăng ký được chấp nhận không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT2	Có mô hình thử nghiệm/thông số kỹ thuật đạt ngưỡng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT3	Có năng suất sở hữu trí tuệ/FTE đạt ngưỡng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT3	Có chi phí trung bình cho mỗi kết quả công nghệ/IP đạt ngưỡng không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT3	Có tỷ lệ doanh thu bên ngoài trên tổng doanh thu đạt ngưỡng không?	Có	6		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT4	Có kết quả nghiên cứu được tiếp nhận/sử dụng/phát triển tiếp không?	Có	10	Có 8 kết quả tiếp nhận	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT4	Có kết quả được dùng làm căn cứ ban hành tiêu chuẩn/định mức kỹ thuật ngành không?	Có	10	02 Kết quả được áp dụng thử nghiệm hoặc đề xuất xây dựng ban hành tiêu chuẩn kỹ  thuật ngành/định mức kinh tế kỹ thuật ngành	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu ứng dụng	15%	17	30	21	25	93	13.95	73.9	B - Tốt	DT4	Có mô hình/báo cáo/sản phẩm thúc đẩy liên kết viện-trường-doanh nghiệp không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT1	Có thiết kế, tích hợp, kiểm chứng và quy trình kiểm soát kỹ thuật không?	Có	5	Hạ tầng và quản lý dữ liệu: Có quyền sử dụng ổn định hạ tầng phục vụ thử nghiệm, chế thử hoặc mô phỏng và ó hệ thống lưu trữ, quản lý và truy xuất hồ sơ kỹ thuật	
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT1	Có mức độ nội địa hóa/làm chủ công nghệ đạt ngưỡng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT1	Có liên kết sản xuất thử nghiệm/sản xuất với doanh nghiệp không?	Có	5	 02 với đơn vị, Tổ chức trực tiếp bàn giao hồ sơ kỹ thuật/thiết kế và cử cán bộ kỹ thuật giám sát, hỗ trợ triển khai tại doanh nghiệp; Tổ chức chủ trì điều chỉnh, tối ưu thiết kế để phù hợp điều kiện sản  xuất hoặc thử nghiệm thực tế, Tổ chức phối hợp với doanh nghiệp thực hiện đo kiểm, thử nghiệm và lập báo cáo thử nghiệm hoặc hồ sơ kỹ thuật phục vụ nghiệm thu.	
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT2	Có IP được thương mại hóa/chào bán/MOU sản xuất thử không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT2	Có sản phẩm thử nghiệm đạt tiêu chuẩn kỹ thuật/kiểm định độc lập không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT2	Có quy trình công nghệ được hoàn thiện và chuyển giao không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT3	Có tỷ lệ thương mại hóa của kết quả đầu ra đạt ngưỡng không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT3	Có tỷ lệ doanh thu/chi phí R&D đạt ngưỡng không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT3	Có doanh nghiệp khởi nghiệp sáng tạo/spin-off hình thành trong 3 năm gần nhất không?	Có	4		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT4	Có nâng cao năng lực công nghệ cho doanh nghiệp không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT4	Có tác động xã hội/môi trường được chứng minh không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Phát triển công nghệ	5%	20	30	14	25	89	4.45	73.9	B - Tốt	DT4	Có tác động nâng cao năng lực công nghệ của lĩnh vực nghiên cứu không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT1	Có định hướng nghiên cứu rõ ràng, phù hợp và thích ứng với nhu cầu xã hội không?	Có	10	3366/NQ-ĐHKHTN-HĐT/Ban hành Chiến lược phát triển Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội đến năm 2035, tầm nhìn 2045	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5	04  đối tác nghiên cứu phù hợp, Có hoạt động nghiên cứu chung được triển khai  (Có kết quả nghiên cứu gồm các bài báo công bố chung)  Có Chủ trì, đồng chủ trì hoặc điều phối chuyên môn	
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT2	Có công bố khoa học đạt ngưỡng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT2	Có ấn phẩm khoa học đạt ngưỡng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT2	Có kết quả nghiên cứu được đề xuất/kiến nghị trong hoạch định chiến lược/chính sách không?	Có	9		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT3	Có kết quả nghiên cứu được áp dụng trong hoạch định chiến lược/chính sách/thể chế hóa không?	Có	6		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT3	Có khả năng tư vấn, phản biện chính sách được minh chứng không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT3	Có ảnh hưởng trong cộng đồng nghiên cứu không?	Có	5		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT4	Có tác động kinh tế - xã hội - môi trường không?	Có	10		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT4	Có tác động thay đổi nhận thức/thái độ/hành vi xã hội không?	Có	7		
2026-06-03 16:19:50	phạm văn thành	Nghiên cứu chính sách KT-XH	5%	20	29	21	20	90	4.5	73.9	B - Tốt	DT4	Có mức độ lan tỏa chính sách ra địa phương/ngành không?	Có	3		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT1	Có ban hành hướng nghiên cứu mới và có căn cứ gắn với công nghệ chiến lược/công nghệ mới nổi không?	Có	2	QĐ ban hành chiến lược phát triển Nhà trường	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT1	Có từ 02 đề tài/công bố khoa học gắn trực tiếp với hướng nghiên cứu mới không?	Có	2	02đề tài, hơn 300 công bố khoa học trên WoS	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT1	Có nhóm nghiên cứu chuyên trách hoặc kế hoạch đào tạo phục vụ hướng mới không?	Có	2	Có 05  nhóm nghiên cứu mạnh cấp ĐHQGHN	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT1	Có hạ tầng hoặc liên kết hạ tầng phục vụ hướng nghiên cứu mới không?	Có	2	có thiết bị hiện đại được đầu tư	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT1	Lãnh đạo có chỉ đạo triển khai hướng nghiên cứu mới bằng quyết định/kế hoạch/chỉ tiêu không?	Có	2	Có QĐ giao chỉ tiêu KPIs hàng năm và hỗ trợ kinh phí thực hiện	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT1	Có hợp tác nghiên cứu với đối tác phù hợp, có triển khai và có vai trò rõ ràng không?	Có	5	Có nhiều thỏa thuận Hợp tác Quốc tế với các tập đoàn công nghệ hàng đầu trong khu vực	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT1	Có quy chế liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT2	Có công bố quốc tế đạt ngưỡng tính điểm không?	Có	6		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT2	Có chỉ số FWCI/H-index đạt ngưỡng đánh giá không?	Có	0		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT2	Có ấn phẩm khoa học trong nước/sách/báo cáo hội nghị đạt ngưỡng không?	Có	7.5		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT3	Có số công bố quốc tế/FTE đạt ngưỡng so với trung bình quốc gia không?	Có	0		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT3	Có chi phí trung bình cho mỗi công bố đạt ngưỡng hiệu quả không?	Có	0		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT3	Có tỷ trọng chi cho nhóm nghiên cứu mạnh đạt ngưỡng không?	Có	0		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT4	Có tác động đến định hướng học thuật không?	Có	10		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT4	Có kết quả được sử dụng trong đào tạo đại học/sau đại học không?	Có	10		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu cơ bản	39%	20	13.5	0	22	55.5	21.65	47.2	C - Trung bình	DT4	Có vai trò trong chương trình KH&CN/ĐMST không?	Có	2		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT1	Có định hướng nghiên cứu mới gắn với công nghệ chiến lược/mới nổi không?	Có	10	nhiều hướng nghiên cứu của Trường thuộc công nghệ chiến lược Quốc gia	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5	Nhiều hợp tác với đối tác công nghệ hàng đầu	
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT2	Có công bố khoa học đạt ngưỡng không?	Có	0		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT2	Có sáng chế/giải pháp hữu ích/đơn đăng ký được chấp nhận không?	Có	10		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT2	Có mô hình thử nghiệm/thông số kỹ thuật đạt ngưỡng không?	Có	10		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT3	Có năng suất sở hữu trí tuệ/FTE đạt ngưỡng không?	Có	0		
2026-06-04 08:12:39	Trường Đại học Công nghệ, ĐHQGHN	Nghiên cứu ứng dụng	28%	20	20	0	10	50	14	47.2	C - Trung bình	DT3	Có chi phí trung bình cho mỗi kết quả công nghệ/IP đạt ngưỡng không?	Không	0		
